Deck,Player,Date,Tournament,Placement,Player_Total,Score,Decklist_url,Tournament_url,Decklists
Giratina ex Darkrai ex,Luuffy,2025-08-02,Ursiiday's Pocket Weekly #37 • 400 USD Prize,1.0,839.0,12 - 1 - 1,/tournament/68854b18164bc0b13840d17a/player/luuffy/decklist,/tournament/68854b18164bc0b13840d17a/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""1"",""4"":""1"",""5"":""1"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""1"",""10"":""2"",""11"":""1"",""12"":""1"",""13"":""2"",""14"":""1""},""Card"":{""0"":""Darkrai ex"",""1"":""Giratina ex"",""2"":""Professor's Research"",""3"":""Red"",""4"":""Pok\u00e9mon Center"",""5"":""Cyrus"",""6"":""Leaf"",""7"":""Silver"",""8"":""Guzma"",""9"":""Mars"",""10"":""Pok\u00e9 Ball"",""11"":""Potion"",""12"":""Red Card"",""13"":""Rocky Helmet"",""14"":""Giant Cape""},""Version"":{""0"":""(A2-110)"",""1"":""(A2b-35)"",""2"":""NA"",""3"":""NA"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA"",""13"":""NA"",""14"":""NA""}}"
Giratina ex Darkrai ex,MW9,2025-08-07,🐸FrogEX Weekly Cup • 50 USD Prize [S3-2/12]🐸,1.0,352.0,12 - 1 - 1,/tournament/688e08859e64f4a232d0d4e7/player/mw9/decklist,/tournament/688e08859e64f4a232d0d4e7/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""1"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""2"",""10"":""1"",""11"":""1"",""12"":""2"",""13"":""1""},""Card"":{""0"":""Darkrai ex"",""1"":""Giratina ex"",""2"":""Professor's Research"",""3"":""Leaf"",""4"":""Pok\u00e9mon Center"",""5"":""Sabrina"",""6"":""Cyrus"",""7"":""Red"",""8"":""Guzma"",""9"":""Pok\u00e9 Ball"",""10"":""Potion"",""11"":""Red Card"",""12"":""Rocky Helmet"",""13"":""Giant Cape""},""Version"":{""0"":""(A2-110)"",""1"":""(A2b-35)"",""2"":""NA"",""3"":""NA"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA"",""13"":""NA""}}"
Giratina ex Darkrai ex,DaniMartinez97,2025-07-30,"🌋Magma $51 NEW SET 🌪️ × $10,000 Cup Soon 🌪️",1.0,308.0,12 - 1 - 0,/tournament/6882a54b3e7086bfd3b9e1d9/player/danimartinez97/decklist,/tournament/6882a54b3e7086bfd3b9e1d9/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""1"",""4"":""1"",""5"":""1"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""1"",""10"":""2"",""11"":""1"",""12"":""1"",""13"":""2"",""14"":""1""},""Card"":{""0"":""Darkrai ex"",""1"":""Giratina ex"",""2"":""Professor's Research"",""3"":""Pok\u00e9mon Center"",""4"":""Red"",""5"":""Leaf"",""6"":""Mars"",""7"":""Cyrus"",""8"":""Guzma"",""9"":""Silver"",""10"":""Pok\u00e9 Ball"",""11"":""Potion"",""12"":""Red Card"",""13"":""Rocky Helmet"",""14"":""Giant Cape""},""Version"":{""0"":""(A2-110)"",""1"":""(A2b-35)"",""2"":""NA"",""3"":""NA"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA"",""13"":""NA"",""14"":""NA""}}"
Giratina ex Darkrai ex,𝗠𝗮𝗴𝗺𝗮 TheViice,2025-08-13,Jules x Pabsy Cup #2 - $60 Prize Pool,1.0,239.0,11 - 2 - 0,/tournament/68980c9712254c15df826c08/player/theviice/decklist,/tournament/68980c9712254c15df826c08/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""1"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""2"",""10"":""1"",""11"":""1"",""12"":""2"",""13"":""1""},""Card"":{""0"":""Darkrai ex"",""1"":""Giratina ex"",""2"":""Professor's Research"",""3"":""Leaf"",""4"":""Pok\u00e9mon Center"",""5"":""Sabrina"",""6"":""Cyrus"",""7"":""Red"",""8"":""Guzma"",""9"":""Pok\u00e9 Ball"",""10"":""Potion"",""11"":""Red Card"",""12"":""Rocky Helmet"",""13"":""Giant Cape""},""Version"":{""0"":""(A2-110)"",""1"":""(A2b-35)"",""2"":""NA"",""3"":""NA"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA"",""13"":""NA""}}"
Giratina ex Darkrai ex,Masapii,2025-08-20,Jules x Pabsy Cup #3 - $40 Prize Pool,1.0,232.0,11 - 2 - 0,/tournament/68a0a152196e12cfd56a81f2/player/masapii/decklist,/tournament/68a0a152196e12cfd56a81f2/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""1"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""1"",""10"":""2"",""11"":""1"",""12"":""2"",""13"":""1""},""Card"":{""0"":""Darkrai ex"",""1"":""Giratina ex"",""2"":""Professor's Research"",""3"":""Pok\u00e9mon Center"",""4"":""Red"",""5"":""Cyrus"",""6"":""Leaf"",""7"":""Guzma"",""8"":""Mars"",""9"":""Sabrina"",""10"":""Pok\u00e9 Ball"",""11"":""Potion"",""12"":""Rocky Helmet"",""13"":""Giant Cape""},""Version"":{""0"":""(A2-110)"",""1"":""(A2b-35)"",""2"":""NA"",""3"":""NA"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA"",""13"":""NA""}}"
Giratina ex Darkrai ex,marinaraman,2025-07-30,NEW FORMAT TOURNAMENT BY JEUDY FOR JEUDY,1.0,180.0,11 - 1 - 0,/tournament/687d24db3e7086bfd3b9b045/player/marinaraman/decklist,/tournament/687d24db3e7086bfd3b9b045/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""1"",""4"":""1"",""5"":""1"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""1"",""10"":""2"",""11"":""1"",""12"":""1"",""13"":""2"",""14"":""1""},""Card"":{""0"":""Darkrai ex"",""1"":""Giratina ex"",""2"":""Professor's Research"",""3"":""Pok\u00e9mon Center"",""4"":""Red"",""5"":""Silver"",""6"":""Sabrina"",""7"":""Leaf"",""8"":""Cyrus"",""9"":""Mars"",""10"":""Pok\u00e9 Ball"",""11"":""Potion"",""12"":""Red Card"",""13"":""Rocky Helmet"",""14"":""Giant Cape""},""Version"":{""0"":""(A2-110)"",""1"":""(A2b-35)"",""2"":""NA"",""3"":""NA"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA"",""13"":""NA"",""14"":""NA""}}"
Giratina ex Darkrai ex,Avuuado,2025-08-05,"XTREINO X CLT - SEMANAL FREE - Prize $ 100,00 BRL",1.0,162.0,10 - 2 - 1,/tournament/688ecca271faa4f93bbc8b3a/player/avuuado/decklist,/tournament/688ecca271faa4f93bbc8b3a/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""1"",""3"":""2"",""4"":""1"",""5"":""1"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""1"",""10"":""1"",""11"":""2"",""12"":""1"",""13"":""1"",""14"":""1"",""15"":""1""},""Card"":{""0"":""Darkrai ex"",""1"":""Giratina ex"",""2"":""Nihilego"",""3"":""Professor's Research"",""4"":""Leaf"",""5"":""Pok\u00e9mon Center"",""6"":""Mars"",""7"":""Cyrus"",""8"":""Sabrina"",""9"":""Silver"",""10"":""Guzma"",""11"":""Pok\u00e9 Ball"",""12"":""Red Card"",""13"":""Poison Barb"",""14"":""Rocky Helmet"",""15"":""Giant Cape""},""Version"":{""0"":""(A2-110)"",""1"":""(A2b-35)"",""2"":""(A3a-42)"",""3"":""NA"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA"",""13"":""NA"",""14"":""NA"",""15"":""NA""}}"
Giratina ex Darkrai ex,kimusan,2025-08-09,The Dark League ursi postponed:((,1.0,159.0,10 - 2 - 1,/tournament/68977e5f2c940503cce90570/player/kimusan/decklist,/tournament/68977e5f2c940503cce90570/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""1"",""4"":""1"",""5"":""1"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""1"",""10"":""2"",""11"":""1"",""12"":""1"",""13"":""2"",""14"":""1""},""Card"":{""0"":""Giratina ex"",""1"":""Darkrai ex"",""2"":""Professor's Research"",""3"":""Pok\u00e9mon Center"",""4"":""Sabrina"",""5"":""Cyrus"",""6"":""Mars"",""7"":""Red"",""8"":""Leaf"",""9"":""Guzma"",""10"":""Pok\u00e9 Ball"",""11"":""Red Card"",""12"":""Potion"",""13"":""Rocky Helmet"",""14"":""Giant Cape""},""Version"":{""0"":""(A2b-35)"",""1"":""(A2-110)"",""2"":""NA"",""3"":""NA"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA"",""13"":""NA"",""14"":""NA""}}"
Giratina ex Darkrai ex,𝗠𝗮𝗴𝗺𝗮 TheViice,2025-08-21,🐸FrogEX Weekly Cup • 50 USD Prize [S3-4/12]🐸,2.0,288.0,11 - 2 - 0,/tournament/68a373783070784ce70c2cb0/player/theviice/decklist,/tournament/68a373783070784ce70c2cb0/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""1"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""2"",""10"":""1"",""11"":""1"",""12"":""2"",""13"":""1""},""Card"":{""0"":""Darkrai ex"",""1"":""Giratina ex"",""2"":""Professor's Research"",""3"":""Leaf"",""4"":""Pok\u00e9mon Center"",""5"":""Sabrina"",""6"":""Cyrus"",""7"":""Red"",""8"":""Guzma"",""9"":""Pok\u00e9 Ball"",""10"":""Potion"",""11"":""Red Card"",""12"":""Rocky Helmet"",""13"":""Giant Cape""},""Version"":{""0"":""(A2-110)"",""1"":""(A2b-35)"",""2"":""NA"",""3"":""NA"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA"",""13"":""NA""}}"
Giratina ex Darkrai ex,rubengp39,2025-08-01,Xatumi's Econ Cup #1 (Set A4),1.0,130.0,10 - 0 - 0,/tournament/68875d2bbb2925f99de02729/player/rubengp39/decklist,/tournament/68875d2bbb2925f99de02729/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""1"",""4"":""1"",""5"":""1"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""1"",""10"":""2"",""11"":""1"",""12"":""1"",""13"":""2"",""14"":""1""},""Card"":{""0"":""Darkrai ex"",""1"":""Giratina ex"",""2"":""Professor's Research"",""3"":""Pok\u00e9mon Center"",""4"":""Red"",""5"":""Silver"",""6"":""Sabrina"",""7"":""Leaf"",""8"":""Cyrus"",""9"":""Mars"",""10"":""Pok\u00e9 Ball"",""11"":""Potion"",""12"":""Red Card"",""13"":""Rocky Helmet"",""14"":""Giant Cape""},""Version"":{""0"":""(A2-110)"",""1"":""(A2b-35)"",""2"":""NA"",""3"":""NA"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA"",""13"":""NA"",""14"":""NA""}}"
