Deck,Player,Date,Tournament,Placement,Player_Total,Score,Decklist_url,Tournament_url,Decklists
Giratina ex Darkrai ex,𝙄𝙈𝙋 | Nausfeare,2025-05-10,$1000 Celestial Guardians Tournament | GODZLY,1.0,810.0,13 - 2 - 1,/tournament/680fceb7fcf14d4e4278f42c/player/nausfeare/decklist,/tournament/680fceb7fcf14d4e4278f42c/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""1"",""3"":""2"",""4"":""2"",""5"":""2"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""1"",""10"":""2"",""11"":""2"",""12"":""1""},""Card"":{""0"":""Giratina ex"",""1"":""Darkrai ex"",""2"":""Komala"",""3"":""Professor's Research"",""4"":""Pok\u00e9mon Center"",""5"":""Mars"",""6"":""Guzma"",""7"":""Cyrus"",""8"":""Leaf"",""9"":""Sabrina"",""10"":""Pok\u00e9 Ball"",""11"":""Rocky Helmet"",""12"":""Giant Cape""},""Version"":{""0"":""(A2b-35)"",""1"":""(A2-110)"",""2"":""(A3-141)"",""3"":""NA"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA""}}"
Giratina ex Darkrai ex,JamesCox190,2025-05-17,Grails.gg Pocket Royale $10k - Hosted by Ursiiday,7.0,2829.0,12 - 3 - 0,/tournament/681a85af524e86dc8e9f4ad1/player/jamescox190/decklist,/tournament/681a85af524e86dc8e9f4ad1/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""1"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""1"",""10"":""2"",""11"":""1"",""12"":""2"",""13"":""1""},""Card"":{""0"":""Giratina ex"",""1"":""Darkrai ex"",""2"":""Professor's Research"",""3"":""Sabrina"",""4"":""Red"",""5"":""Leaf"",""6"":""Cyrus"",""7"":""Mars"",""8"":""Guzma"",""9"":""Pok\u00e9mon Center"",""10"":""Pok\u00e9 Ball"",""11"":""Red Card"",""12"":""Rocky Helmet"",""13"":""Giant Cape""},""Version"":{""0"":""(A2b-35)"",""1"":""(A2-110)"",""2"":""NA"",""3"":""NA"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA"",""13"":""NA""}}"
Giratina ex Darkrai ex,kanatomotiduki,2025-05-10,Ursiiday's Pocket Weekly #28 • 400 USD Prize,3.0,941.0,10 - 2 - 1,/tournament/68168a4cd7ac342ba904e15e/player/kanatomotiduki/decklist,/tournament/68168a4cd7ac342ba904e15e/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""1"",""4"":""1"",""5"":""1"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""2"",""10"":""2"",""11"":""1"",""12"":""2"",""13"":""1""},""Card"":{""0"":""Giratina ex"",""1"":""Darkrai ex"",""2"":""Professor's Research"",""3"":""Cyrus"",""4"":""Mars"",""5"":""Pok\u00e9mon Center"",""6"":""Red"",""7"":""Sabrina"",""8"":""Leaf"",""9"":""Potion"",""10"":""Pok\u00e9 Ball"",""11"":""Red Card"",""12"":""Rocky Helmet"",""13"":""Giant Cape""},""Version"":{""0"":""(A2b-35)"",""1"":""(A2-110)"",""2"":""NA"",""3"":""NA"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA"",""13"":""NA""}}"
Giratina ex Darkrai ex,HD| ERIKITOH,2025-05-10,$1000 Celestial Guardians Tournament | GODZLY,3.0,810.0,11 - 4 - 0,/tournament/680fceb7fcf14d4e4278f42c/player/erikitoh/decklist,/tournament/680fceb7fcf14d4e4278f42c/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""1"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""2"",""10"":""2"",""11"":""2"",""12"":""1""},""Card"":{""0"":""Giratina ex"",""1"":""Darkrai ex"",""2"":""Professor's Research"",""3"":""Sabrina"",""4"":""Cyrus"",""5"":""Red"",""6"":""Mars"",""7"":""Leaf"",""8"":""Pok\u00e9mon Center"",""9"":""Pok\u00e9 Ball"",""10"":""Potion"",""11"":""Rocky Helmet"",""12"":""Poison Barb""},""Version"":{""0"":""(A2b-35)"",""1"":""(A2-110)"",""2"":""NA"",""3"":""NA"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA""}}"
Giratina ex Darkrai ex,FrogEX | Lezion,2025-05-05,🐸FrogEX Celestial Guardians • 30 USD Prize🐸,1.0,217.0,10 - 2 - 0,/tournament/681510527884c9a104b23bdd/player/lezion/decklist,/tournament/681510527884c9a104b23bdd/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""1"",""4"":""1"",""5"":""1"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""2"",""10"":""2"",""11"":""1"",""12"":""2"",""13"":""1""},""Card"":{""0"":""Giratina ex"",""1"":""Darkrai ex"",""2"":""Professor's Research"",""3"":""Red"",""4"":""Cyrus"",""5"":""Mars"",""6"":""Leaf"",""7"":""Sabrina"",""8"":""Pok\u00e9mon Center"",""9"":""Pok\u00e9 Ball"",""10"":""Potion"",""11"":""Red Card"",""12"":""Rocky Helmet"",""13"":""Giant Cape""},""Version"":{""0"":""(A2b-35)"",""1"":""(A2-110)"",""2"":""NA"",""3"":""NA"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA"",""13"":""NA""}}"
Giratina ex Darkrai ex,Hanamon,2025-05-03,Ursiiday's Pocket Weekly #27 • 400 USD Prize,5.0,1047.0,10 - 1 - 1,/tournament/680d5313223a6c7d5ec9623a/player/hanamon/decklist,/tournament/680d5313223a6c7d5ec9623a/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""1"",""4"":""1"",""5"":""1"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""2"",""10"":""2"",""11"":""1"",""12"":""2"",""13"":""1""},""Card"":{""0"":""Giratina ex"",""1"":""Darkrai ex"",""2"":""Professor's Research"",""3"":""Red"",""4"":""Cyrus"",""5"":""Mars"",""6"":""Leaf"",""7"":""Sabrina"",""8"":""Pok\u00e9mon Center"",""9"":""Pok\u00e9 Ball"",""10"":""Potion"",""11"":""Red Card"",""12"":""Rocky Helmet"",""13"":""Giant Cape""},""Version"":{""0"":""(A2b-35)"",""1"":""(A2-110)"",""2"":""NA"",""3"":""NA"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA"",""13"":""NA""}}"
Giratina ex Darkrai ex,MERCUR,2025-05-10,$1000 Celestial Guardians Tournament | GODZLY,4.0,810.0,11 - 4 - 0,/tournament/680fceb7fcf14d4e4278f42c/player/mercur/decklist,/tournament/680fceb7fcf14d4e4278f42c/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""1"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""2"",""10"":""2"",""11"":""2"",""12"":""1""},""Card"":{""0"":""Darkrai ex"",""1"":""Giratina ex"",""2"":""Professor's Research"",""3"":""Sabrina"",""4"":""Mars"",""5"":""Cyrus"",""6"":""Red"",""7"":""Pok\u00e9mon Center"",""8"":""Guzma"",""9"":""Pok\u00e9 Ball"",""10"":""Potion"",""11"":""Rocky Helmet"",""12"":""Giant Cape""},""Version"":{""0"":""(A2-110)"",""1"":""(A2b-35)"",""2"":""NA"",""3"":""NA"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA""}}"
Giratina ex Darkrai ex,k2nd,2025-05-24,Pocket Legends League #28 (Season 3) - 50 USD,1.0,197.0,11 - 2 - 0,/tournament/682b71d3538fc8c344fe384c/player/k2nd/decklist,/tournament/682b71d3538fc8c344fe384c/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""1"",""4"":""1"",""5"":""1"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""1"",""10"":""2"",""11"":""1"",""12"":""1"",""13"":""2"",""14"":""1""},""Card"":{""0"":""Darkrai ex"",""1"":""Giratina ex"",""2"":""Professor's Research"",""3"":""Cyrus"",""4"":""Leaf"",""5"":""Sabrina"",""6"":""Red"",""7"":""Guzma"",""8"":""Pok\u00e9mon Center"",""9"":""Mars"",""10"":""Pok\u00e9 Ball"",""11"":""Potion"",""12"":""Red Card"",""13"":""Rocky Helmet"",""14"":""Giant Cape""},""Version"":{""0"":""(A2-110)"",""1"":""(A2b-35)"",""2"":""NA"",""3"":""NA"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA"",""13"":""NA"",""14"":""NA""}}"
Giratina ex Darkrai ex,Noodles080,2025-05-17,Grails.gg Pocket Royale $10k - Hosted by Ursiiday,16.0,2829.0,11 - 3 - 0,/tournament/681a85af524e86dc8e9f4ad1/player/noodles080/decklist,/tournament/681a85af524e86dc8e9f4ad1/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""1"",""4"":""1"",""5"":""1"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""2"",""10"":""2"",""11"":""1"",""12"":""2"",""13"":""1""},""Card"":{""0"":""Giratina ex"",""1"":""Darkrai ex"",""2"":""Professor's Research"",""3"":""Cyrus"",""4"":""Mars"",""5"":""Pok\u00e9mon Center"",""6"":""Red"",""7"":""Sabrina"",""8"":""Leaf"",""9"":""Potion"",""10"":""Pok\u00e9 Ball"",""11"":""Red Card"",""12"":""Rocky Helmet"",""13"":""Giant Cape""},""Version"":{""0"":""(A2b-35)"",""1"":""(A2-110)"",""2"":""NA"",""3"":""NA"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA"",""13"":""NA""}}"
Giratina ex Darkrai ex,koji_pkpk,2025-05-03,Ursiiday's Pocket Weekly #27 • 400 USD Prize,7.0,1047.0,9 - 2 - 1,/tournament/680d5313223a6c7d5ec9623a/player/koji_pkpk/decklist,/tournament/680d5313223a6c7d5ec9623a/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""1"",""4"":""1"",""5"":""1"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""2"",""10"":""2"",""11"":""2"",""12"":""1"",""13"":""1""},""Card"":{""0"":""Giratina ex"",""1"":""Darkrai ex"",""2"":""Professor's Research"",""3"":""Sabrina"",""4"":""Leaf"",""5"":""Cyrus"",""6"":""Mars"",""7"":""Red"",""8"":""Guzma"",""9"":""Potion"",""10"":""Pok\u00e9 Ball"",""11"":""Rocky Helmet"",""12"":""Giant Cape"",""13"":""Poison Barb""},""Version"":{""0"":""(A2b-35)"",""1"":""(A2-110)"",""2"":""NA"",""3"":""NA"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA"",""13"":""NA""}}"
