Deck,Player,Date,Tournament,Placement,Player_Total,Score,Decklist_url,Tournament_url,Decklists
Sylveon ex Greninja,pepin_mx,2025-07-05,Ursiiday's Pocket Weekly #33 • 400 USD Prize,1.0,714.0,12 - 1 - 1,/tournament/6860627727d8bc24cf25d024/player/pepin_mx/decklist,/tournament/6860627727d8bc24cf25d024/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""2"",""7"":""1"",""8"":""2"",""9"":""2"",""10"":""1"",""11"":""1""},""Card"":{""0"":""Froakie"",""1"":""Greninja"",""2"":""Eevee"",""3"":""Sylveon ex"",""4"":""Giratina ex"",""5"":""Professor's Research"",""6"":""Cyrus"",""7"":""Mars"",""8"":""Pok\u00e9 Ball"",""9"":""Rare Candy"",""10"":""Red Card"",""11"":""Giant Cape""},""Version"":{""0"":""(A1-87)"",""1"":""(A1-89)"",""2"":""(A3b-55)"",""3"":""(A3b-34)"",""4"":""(A2b-35)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Sylveon ex Greninja,𝐂𝐋𝐓 | gustawong ,2025-06-28,Ursiiday's Pocket Weekly #32 • 400 USD Prize,1.0,686.0,12 - 1 - 1,/tournament/685724b5c4596e8122360770/player/gustawong/decklist,/tournament/685724b5c4596e8122360770/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""2"",""7"":""2"",""8"":""2"",""9"":""1"",""10"":""1"",""11"":""1""},""Card"":{""0"":""Froakie"",""1"":""Greninja"",""2"":""Eevee"",""3"":""Sylveon ex"",""4"":""Giratina ex"",""5"":""Professor's Research"",""6"":""Cyrus"",""7"":""Pok\u00e9 Ball"",""8"":""Rare Candy"",""9"":""Pok\u00e9mon Communication"",""10"":""Red Card"",""11"":""Giant Cape""},""Version"":{""0"":""(A1-87)"",""1"":""(A1-89)"",""2"":""(A3b-55)"",""3"":""(A3b-34)"",""4"":""(A2b-35)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Sylveon ex Greninja,FrogEX | Numatinale,2025-06-27,"🌋Magma $10,000 Series Soon - $100 USD NEW SET🌿",1.0,280.0,15 - 0 - 0,/tournament/685192ba27d8bc24cf255b9d/player/numatinale/decklist,/tournament/685192ba27d8bc24cf255b9d/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""2"",""7"":""2"",""8"":""2"",""9"":""1"",""10"":""1"",""11"":""1""},""Card"":{""0"":""Froakie"",""1"":""Greninja"",""2"":""Eevee"",""3"":""Sylveon ex"",""4"":""Giratina ex"",""5"":""Professor's Research"",""6"":""Cyrus"",""7"":""Rare Candy"",""8"":""Pok\u00e9 Ball"",""9"":""Red Card"",""10"":""Pok\u00e9mon Communication"",""11"":""Giant Cape""},""Version"":{""0"":""(A1-87)"",""1"":""(A1-89)"",""2"":""(A3b-55)"",""3"":""(A3b-34)"",""4"":""(A2b-35)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Sylveon ex Greninja,megachurros,2025-07-26,Ursiiday's Pocket Weekly #36 • 400 USD Prize,2.0,548.0,11 - 3 - 0,/tournament/687c0f403e7086bfd3b9a722/player/megachurros/decklist,/tournament/687c0f403e7086bfd3b9a722/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""2"",""7"":""1"",""8"":""2"",""9"":""2"",""10"":""1"",""11"":""1""},""Card"":{""0"":""Froakie"",""1"":""Greninja"",""2"":""Eevee"",""3"":""Sylveon ex"",""4"":""Giratina ex"",""5"":""Professor's Research"",""6"":""Cyrus"",""7"":""Team Rocket"",""8"":""Pok\u00e9 Ball"",""9"":""Rare Candy"",""10"":""Red Card"",""11"":""Giant Cape""},""Version"":{""0"":""(A1-87)"",""1"":""(A1-89)"",""2"":""(A3b-55)"",""3"":""(A3b-34)"",""4"":""(A2b-35)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Sylveon ex Greninja,ssEisen,2025-06-28,Ursiiday's Pocket Weekly #32 • 400 USD Prize,3.0,686.0,10 - 1 - 2,/tournament/685724b5c4596e8122360770/player/sseisen/decklist,/tournament/685724b5c4596e8122360770/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""2"",""7"":""1"",""8"":""2"",""9"":""2"",""10"":""1"",""11"":""1""},""Card"":{""0"":""Froakie"",""1"":""Greninja"",""2"":""Eevee"",""3"":""Sylveon ex"",""4"":""Giratina ex"",""5"":""Professor's Research"",""6"":""Cyrus"",""7"":""Iono"",""8"":""Rare Candy"",""9"":""Pok\u00e9 Ball"",""10"":""Red Card"",""11"":""Giant Cape""},""Version"":{""0"":""(A1-87)"",""1"":""(A1-89)"",""2"":""(A3b-55)"",""3"":""(A3b-34)"",""4"":""(A2b-35)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Sylveon ex Greninja,pepin_mx,2025-07-12,Ursiiday's Pocket Weekly #34 • 400 USD Prize,3.0,572.0,10 - 3 - 0,/tournament/6869a098f43abb4c700a536d/player/pepin_mx/decklist,/tournament/6869a098f43abb4c700a536d/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""2"",""7"":""1"",""8"":""2"",""9"":""2"",""10"":""1"",""11"":""1""},""Card"":{""0"":""Eevee"",""1"":""Sylveon ex"",""2"":""Froakie"",""3"":""Greninja"",""4"":""Giratina ex"",""5"":""Professor's Research"",""6"":""Cyrus"",""7"":""Mars"",""8"":""Rare Candy"",""9"":""Pok\u00e9 Ball"",""10"":""Red Card"",""11"":""Giant Cape""},""Version"":{""0"":""(A3b-55)"",""1"":""(A3b-34)"",""2"":""(A1-87)"",""3"":""(A1-89)"",""4"":""(A2b-35)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Sylveon ex Greninja,Bixie,2025-06-28,Ursiiday's Pocket Weekly #32 • 400 USD Prize,4.0,686.0,10 - 3 - 0,/tournament/685724b5c4596e8122360770/player/bixie/decklist,/tournament/685724b5c4596e8122360770/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""2"",""7"":""1"",""8"":""2"",""9"":""2"",""10"":""1"",""11"":""1""},""Card"":{""0"":""Froakie"",""1"":""Greninja"",""2"":""Eevee"",""3"":""Sylveon ex"",""4"":""Giratina ex"",""5"":""Professor's Research"",""6"":""Cyrus"",""7"":""Iono"",""8"":""Rare Candy"",""9"":""Pok\u00e9 Ball"",""10"":""Red Card"",""11"":""Giant Cape""},""Version"":{""0"":""(A1-87)"",""1"":""(A1-89)"",""2"":""(A3b-55)"",""3"":""(A3b-34)"",""4"":""(A2b-35)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Sylveon ex Greninja,minato,2025-07-20,underground pocket special $60usd,1.0,150.0,11 - 2 - 1,/tournament/6875b523f43abb4c700abd2d/player/minato/decklist,/tournament/6875b523f43abb4c700abd2d/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""2"",""7"":""1"",""8"":""2"",""9"":""2"",""10"":""1"",""11"":""1""},""Card"":{""0"":""Froakie"",""1"":""Greninja"",""2"":""Eevee"",""3"":""Sylveon ex"",""4"":""Giratina ex"",""5"":""Professor's Research"",""6"":""Cyrus"",""7"":""Mars"",""8"":""Rare Candy"",""9"":""Pok\u00e9 Ball"",""10"":""Red Card"",""11"":""Giant Cape""},""Version"":{""0"":""(A1-87)"",""1"":""(A1-89)"",""2"":""(A3b-55)"",""3"":""(A3b-34)"",""4"":""(A2b-35)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Sylveon ex Greninja,Shubham,2025-07-19,Ursiiday's Pocket Weekly #35 • 400 USD Prize,4.0,599.0,10 - 1 - 2,/tournament/6872ccabf43abb4c700aa243/player/shubham/decklist,/tournament/6872ccabf43abb4c700aa243/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""2"",""7"":""1"",""8"":""2"",""9"":""2"",""10"":""1"",""11"":""1""},""Card"":{""0"":""Eevee"",""1"":""Sylveon ex"",""2"":""Froakie"",""3"":""Greninja"",""4"":""Giratina ex"",""5"":""Professor's Research"",""6"":""Cyrus"",""7"":""Mars"",""8"":""Rare Candy"",""9"":""Pok\u00e9 Ball"",""10"":""Red Card"",""11"":""Giant Cape""},""Version"":{""0"":""(A3b-55)"",""1"":""(A3b-34)"",""2"":""(A1-87)"",""3"":""(A1-89)"",""4"":""(A2b-35)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Sylveon ex Greninja,𝐂𝐋𝐓 | lzrenato ,2025-07-18,"🌋Magma $51 USD Weekly Cup × $10,000 Cup Soon🌋",2.0,288.0,12 - 3 - 0,/tournament/686e4632f43abb4c700a7615/player/lzrenato/decklist,/tournament/686e4632f43abb4c700a7615/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""2"",""7"":""1"",""8"":""1"",""9"":""2"",""10"":""2"",""11"":""1""},""Card"":{""0"":""Froakie"",""1"":""Greninja"",""2"":""Eevee"",""3"":""Sylveon ex"",""4"":""Giratina ex"",""5"":""Professor's Research"",""6"":""Cyrus"",""7"":""Irida"",""8"":""Mars"",""9"":""Pok\u00e9 Ball"",""10"":""Rare Candy"",""11"":""Giant Cape""},""Version"":{""0"":""(A1-87)"",""1"":""(A1-89)"",""2"":""(A3b-55)"",""3"":""(A3b-34)"",""4"":""(A2b-35)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
